user_id,email,signup_date,country
u70000,alice0@example.com,2026-12-09,US
u70001,heidi1@example.com,2026-11-18,BR
u70002,dave2@corp.net,2026-10-12,JP
u70003,alice3@mail.org,2026-12-05,IN
u70004,grace4@webmail.in,2026-06-25,DE
u70005,erin5@webmail.in,2026-10-20,IN
u70006,grace6@mail.org,2026-11-25,IN
u70007,erin7@corp.net,2026-03-16,US
u70008,frank8@corp.net,2026-10-14,BR
u70009,heidi9@webmail.in,2026-07-09,BR
u70010,alice10@mail.org,2026-01-07,IN
u70011,erin11@example.com,2026-01-23,DE
u70012,alice12@webmail.in,2026-06-27,IN
u70013,heidi13@mail.org,2026-07-10,JP
u70014,carol14.corp.net,2026-08-11,IN
u70015,grace15@webmail.in,2026-08-21,IN
u70016,bob16@mail.org,2026-04-14,DE
u70017,alice17@mail.org,2026-06-12,IN
u70018,bob18@mail.org,2026-10-09,BR
u70019,grace19@example.com,2026-05-25,DE
u70020,carol20@webmail.in,2026-11-04,BR
u70021,heidi21@mail.org,2026-12-22,JP
u70022,alice22@corp.net,2026-09-04,DE
u70023,frank23@webmail.in,2026-12-21,BR
u70024,dave24@example.com,2026-04-02,DE
u70025,bob25@webmail.in,2026-08-09,BR
u70026,alice26@webmail.in,2026-12-23,BR
u70027,erin27@example.com,2026-08-08,IN
u70028,heidi28@mail.org,2026-05-13,US
u70029,erin29@mail.org,2026-03-28,US
u70030,erin30@corp.net,2026-04-02,IN
u70031,grace31@example.com,2026-12-04,IN
u70032,bob32@webmail.in,2026-04-17,DE
u70033,erin33@mail.org,2026-08-15,DE
u70034,frank34@example.com,2026-05-22,US
u70035,carol35@corp.net,2026-04-04,IN
u70036,bob36@corp.net,2026-02-20,JP
u70037,dave37@example.com,2026-12-08,DE
u70038,erin38@example.com,2026-03-22,DE
u70039,bob39@mail.org,2026-02-04,IN
u70040,heidi40@example.com,2026-12-08,US
u70041,frank41@,2026-08-11,DE
u70042,erin42@example.com,2026-03-16,DE
u70043,heidi43@example.com,2026-02-23,JP
u70044,dave44.webmail.in,2026-11-23,US
u70045,alice45@example.com,2026-12-10,US
u70046,grace46@example.com,2026-10-06,US
u70047,frank47@mail.org,2026-01-12,DE
u70048,heidi48@example.com,2026-05-08,BR
u70049,grace49@corp.net,2026-01-07,BR
u70050,heidi50@example.com,2026-08-06,DE
u70051,heidi51@webmail.in,2026-02-16,BR
u70052,alice52.mail.org,2026-07-14,IN
u70053,carol53@mail.org,2026-12-01,BR
u70054,alice54@mail.org,2026-02-10,DE
u70055,alice55@mail.org,2026-11-24,BR
u70056,heidi56@example.com,2026-08-03,DE
u70057,carol57@webmail.in,2026-07-02,JP
u70058,grace58@webmail.in,2026-09-17,DE
u70059,frank59@corp.net,2026-04-18,US
u70060,dave60@corp.net,2026-02-10,BR
u70061,grace61@mail.org,2026-01-24,BR
u70062,alice62@corp.net,2026-04-01,US
u70063,alice63@corp.net,2026-07-24,DE
u70064,carol64@example.com,2026-06-23,JP
u70065,heidi65@webmail.in,2026-03-17,US
u70066,dave66@corp.net,2026-04-08,US
u70067,carol67@example.com,2026-11-18,DE
u70068,erin68@example.com,2026-05-23,BR
u70069,carol69@corp.net,2026-06-07,DE
u70070,frank70@example.com,2026-05-24,
u70071,erin71@mail.org,2026-12-26,JP
u70072,grace72@webmail.in,2026-04-20,DE
u70073,dave73@corp.net,2026-12-11,JP
u70074,alice74@webmail.in,2026-05-26,BR
u70075,erin75@mail.org,2026-11-13,DE
u70076,bob76@webmail.in,2026-02-27,DE
u70077,frank77@webmail.in,2026-02-17,US
u70078,grace78@webmail.in,2026-01-04,JP
u70079,grace79@corp.net,2026-02-22,DE
u70080,frank80@webmail.in,2026-08-04,BR
u70081,frank81@corp.net,2026-05-22,IN
u70082,frank82@webmail.in,2026-04-14,JP
u70083,dave83@webmail.in,2026-07-12,US
u70084,dave84@corp.net,2026-01-04,US
u70085,carol85@corp.net,2026-07-21,JP
u70086,alice86@example.com,2026-10-02,BR
u70087,frank87@mail.org,2026-06-11,JP
u70088,carol88@mail.org,2026-06-16,JP
u70089,dave89@webmail.in,2026-01-03,BR
u70090,carol90@example.com,2026-03-07,BR
u70091,erin91@corp.net,2026-03-06,JP
u70092,alice92@example.com,2026-09-21,US
u70093,carol93@example.com,2026-05-11,BR
u70094,bob94@example.com,2026-12-26,BR
u70095,heidi95@corp.net,2026-03-08,US
u70096,heidi96@,2026-01-19,BR
u70097,dave97@mail.org,2026-02-28,BR
u70098,grace98@corp.net,2026-10-25,DE
u70099,erin99@example.com,2026-10-05,DE
