user_id,email,signup_date,country
u50000,alice0@webmail.in,2026-11-01,IN
u50001,alice1@corp.net,2026-08-24,BR
u50002,alice2@corp.net,2026-10-14,US
u50003,dave3@corp.net,2026-08-08,IN
u50004,frank4@corp.net,2026-10-11,BR
u50005,dave5@mail.org,2026-12-02,US
u50006,frank6@example.com,2026-06-19,JP
u50007,erin7@example.com,2026-11-28,US
u50008,frank8@mail.org,,IN
u50009,frank9@corp.net,2026-04-26,BR
u50010,erin10@corp.net,2026-09-19,IN
u50011,heidi11@corp.net,2026-10-25,JP
u50012,erin12@mail.org,2026-10-04,US
u50013,grace13@webmail.in,2026-05-20,BR
u50014,carol14@webmail.in,2026-01-06,BR
u50015,bob15@example.com,2026-05-17,BR
u50016,heidi16@webmail.in,2026-06-25,IN
u50017,erin17@webmail.in,2026-12-21,DE
u50018,alice18@mail.org,2026-04-12,JP
u50019,carol19@mail.org,2026-08-07,US
u50020,bob20@mail.org,2026-12-26,BR
u50021,frank21@webmail.in,2026-02-09,JP
u50022,alice22@example.com,2026-07-03,DE
u50023,alice23@corp.net,2026-01-05,US
u50024,heidi24@mail.org,2026-08-17,JP
u50025,alice25@example.com,2026-03-27,US
u50026,frank26@example.com,2026-10-08,IN
u50027,grace27@example.com,2026-01-03,DE
u50028,alice28@corp.net,2026-04-20,BR
u50029,carol29@corp.net,2026-10-28,BR
u50030,bob30@webmail.in,2026-06-18,IN
u50031,bob31@webmail.in,2026-07-12,DE
u50032,heidi32@mail.org,,IN
u50033,heidi33@example.com,2026-07-26,BR
u50034,bob34@corp.net,2026-12-16,BR
u50035,bob35@mail.org,2026-06-26,DE
u50036,carol36@webmail.in,2026-01-19,IN
u50037,heidi37@webmail.in,2026-05-21,BR
u50038,alice38@mail.org,2026-11-10,IN
u50039,erin39@webmail.in,2026-07-03,IN
u50040,heidi40@corp.net,2026-10-10,JP
u50041,dave41@example.com,2026-02-17,DE
u50042,grace42@corp.net,2026-09-27,DE
u50043,,2026-10-24,JP
u50044,alice44@corp.net,2026-10-28,IN
u50045,grace45@corp.net,2026-05-07,DE
u50046,dave46@webmail.in,2026-11-27,DE
u50047,heidi47@webmail.in,2026-06-28,IN
u50048,carol48@webmail.in,2026-01-01,JP
u50049,,2026-10-27,DE
u50050,,2026-02-06,JP
u50051,heidi51@webmail.in,2026-04-17,BR
u50052,erin52@corp.net,2026-09-01,BR
u50053,grace53@webmail.in,2026-10-18,US
u50054,grace54@example.com,2026-03-20,US
u50055,bob55@webmail.in,,US
u50056,carol56@webmail.in,2026-01-20,US
u50057,bob57@webmail.in,2026-01-13,JP
u50058,heidi58@corp.net,,BR
u50059,bob59@example.com,2026-07-14,BR
u50060,bob60@mail.org,2026-11-16,JP
u50061,heidi61@example.com,2026-07-17,BR
u50062,frank62@webmail.in,2026-12-07,DE
u50063,grace63@example.com,2026-03-23,JP
u50064,frank64@example.com,2026-05-16,IN
u50065,frank65@example.com,2026-07-20,
u50066,dave66@mail.org,2026-09-09,DE
u50067,bob67@example.com,2026-05-24,US
u50068,heidi68@mail.org,2026-07-20,JP
u50069,alice69@webmail.in,2026-10-08,BR
u50070,frank70@example.com,2026-06-03,
u50071,bob71@mail.org,2026-03-03,US
u50072,carol72@mail.org,2026-02-03,US
u50073,grace73@corp.net,2026-02-14,
u50074,dave74@corp.net,2026-02-21,DE
u50075,bob75@example.com,2026-04-26,BR
u50076,carol76@corp.net,2026-02-27,DE
u50077,grace77@corp.net,2026-09-17,JP
u50078,heidi78@webmail.in,2026-11-14,JP
u50079,alice79@mail.org,2026-06-02,BR
u50080,grace80@example.com,2026-08-25,BR
u50081,bob81@example.com,2026-06-14,IN
u50082,frank82@mail.org,2026-11-14,JP
u50083,heidi83@example.com,2026-04-07,IN
u50084,heidi84@corp.net,2026-03-22,US
u50085,erin85@example.com,2026-01-24,BR
u50086,erin86@example.com,2026-11-20,IN
u50087,erin87@corp.net,2026-04-18,US
u50088,frank88@corp.net,2026-03-07,JP
u50089,alice89@corp.net,2026-10-22,DE
u50090,grace90@example.com,2026-07-27,JP
u50091,frank91@webmail.in,2026-05-02,BR
u50092,heidi92@mail.org,2026-05-13,IN
u50093,alice93@webmail.in,2026-04-25,JP
u50094,frank94@example.com,2026-06-24,BR
u50095,frank95@webmail.in,2026-02-03,JP
u50096,erin96@example.com,2026-03-07,US
u50097,grace97@webmail.in,2026-04-10,IN
u50098,bob98@example.com,2026-05-18,US
u50099,frank99@webmail.in,2026-04-11,JP
