user_id,email,signup_date,country
u20000,bob0@mail.org,2026-09-23,DE
u20001,,2026-12-22,DE
u20002,bob2@corp.net,2026-05-20,US
u20003,,2026-10-04,DE
u20004,bob4@corp.net,2026-01-12,JP
u20005,bob5@webmail.in,2026-08-07,US
u20006,carol6@corp.net,2026-12-08,IN
u20007,alice7@webmail.in,2026-12-02,DE
u20008,frank8@webmail.in,2026-11-15,BR
u20009,carol9@mail.org,2026-08-15,DE
u20010,alice10@corp.net,2026-03-01,US
u20011,alice11@corp.net,2026-06-19,US
u20012,grace12@example.com,2026-06-11,IN
u20013,dave13@example.com,2026-07-25,IN
u20014,heidi14@example.com,2026-03-06,
u20015,erin15@example.com,2026-05-03,IN
u20016,grace16@corp.net,2026-03-23,BR
u20017,dave17@example.com,2026-05-16,DE
u20018,bob18@corp.net,2026-09-26,JP
u20019,bob19@corp.net,2026-08-10,JP
u20020,grace20@corp.net,2026-09-15,IN
u20021,frank21@corp.net,2026-03-05,US
u20022,bob22@webmail.in,,DE
u20023,bob23@corp.net,2026-10-25,US
u20024,erin24@corp.net,2026-04-02,US
u20025,heidi25@example.com,2026-09-09,JP
u20026,carol26@webmail.in,2026-05-05,US
u20027,frank27@example.com,2026-06-11,JP
u20028,carol28@example.com,,JP
u20029,heidi29@mail.org,2026-04-06,US
u20030,alice30@corp.net,2026-05-01,BR
u20031,dave31@mail.org,2026-03-07,BR
u20032,alice32@example.com,2026-02-04,JP
u20033,alice33@corp.net,2026-07-05,DE
u20034,carol34@example.com,2026-06-18,BR
u20035,frank35@corp.net,2026-01-02,US
u20036,bob36@mail.org,2026-01-06,IN
u20037,carol37@example.com,,DE
u20038,frank38@mail.org,2026-10-09,US
u20039,erin39@corp.net,2026-07-25,US
u20040,carol40@webmail.in,2026-03-10,JP
u20041,heidi41@webmail.in,2026-05-26,DE
u20042,heidi42@webmail.in,2026-07-16,JP
u20043,bob43@corp.net,2026-10-07,DE
u20044,dave44@webmail.in,2026-11-25,US
u20045,frank45@example.com,2026-06-08,JP
u20046,grace46@corp.net,2026-01-09,BR
u20047,grace47@example.com,2026-01-08,BR
u20048,,2026-03-25,US
u20049,frank49@webmail.in,2026-08-01,BR
u20050,alice50@corp.net,2026-03-21,US
u20051,frank51@example.com,2026-06-06,IN
u20052,heidi52@example.com,2026-12-03,DE
u20053,grace53@example.com,2026-03-15,DE
u20054,alice54@mail.org,2026-09-01,DE
u20055,bob55@example.com,2026-01-01,BR
u20056,frank56@webmail.in,2026-02-18,DE
u20057,heidi57@mail.org,2026-12-18,JP
u20058,alice58@example.com,2026-01-13,IN
u20059,bob59@example.com,2026-10-25,US
u20060,grace60@example.com,2026-07-16,BR
u20061,dave61@example.com,2026-09-13,IN
u20062,carol62@mail.org,2026-02-09,DE
u20063,erin63@mail.org,2026-09-11,IN
u20064,grace64@example.com,2026-06-07,JP
u20065,alice65@webmail.in,2026-07-05,IN
u20066,,2026-04-07,BR
u20067,grace67@corp.net,2026-07-28,DE
u20068,alice68@webmail.in,2026-06-15,BR
u20069,erin69@corp.net,,IN
u20070,heidi70@example.com,2026-05-10,US
u20071,erin71@mail.org,2026-08-01,BR
u20072,bob72@mail.org,2026-08-10,
u20073,dave73@corp.net,2026-03-09,IN
u20074,alice74@example.com,2026-07-16,BR
u20075,dave75@mail.org,2026-12-18,US
u20076,heidi76@corp.net,2026-10-11,US
u20077,grace77@corp.net,2026-11-28,BR
u20078,grace78@corp.net,2026-09-02,DE
u20079,erin79@example.com,2026-01-25,IN
u20080,frank80@example.com,2026-07-18,JP
u20081,frank81@mail.org,2026-01-06,DE
u20082,heidi82@webmail.in,2026-01-26,DE
u20083,bob83@example.com,2026-06-13,DE
u20084,alice84@mail.org,2026-02-21,JP
u20085,erin85@mail.org,2026-05-01,IN
u20086,carol86@corp.net,2026-07-28,JP
u20087,erin87@webmail.in,2026-09-03,DE
u20088,alice88@webmail.in,2026-04-04,JP
u20089,grace89@,2026-09-22,US
u20090,frank90@corp.net,2026-07-27,IN
u20091,carol91@corp.net,2026-12-17,JP
u20092,erin92@webmail.in,2026-01-19,US
u20093,grace93@corp.net,2026-01-23,BR
u20094,grace94@example.com,2026-06-27,US
u20095,heidi95@example.com,2026-11-10,IN
u20096,alice96@mail.org,2026-10-03,IN
u20097,bob97@example.com,2026-03-05,US
u20098,erin98@example.com,2026-07-11,IN
u20099,dave99@example.com,2026-12-18,US
